rec-time,UTC,Acceleration,Lateral acceleration,Gas pedal position,Brake pedal force,Gear,Steering wheel position,Velocity,Lateral velocity,Vertical velocity,X axis position,Y axis position,Z axis position
00:00:02.736,1572923038081,0.0,0.0,0.983,124.985,3.0,-0.136,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.794,1572923038139,0.0,0.0,0.983,124.985,3.0,-0.136,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.795,1572923038140,0.0,0.0,0.983,124.985,3.0,-0.13699999999999998,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.796,1572923038141,0.0,0.0,0.983,124.985,3.0,-0.13699999999999998,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.797,1572923038142,0.0,0.0,0.983,124.985,3.0,-0.138,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.845,1572923038190,0.0,0.0,0.983,124.985,3.0,-0.138,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.846,1572923038191,0.0,0.0,0.983,125.448,3.0,-0.139,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.847,1572923038192,0.0,0.0,0.983,125.448,3.0,-0.139,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.895,1572923038240,0.0,0.0,0.983,125.448,3.0,-0.139,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.896,1572923038241,0.0,0.0,0.983,125.448,3.0,-0.139,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.897,1572923038242,0.0,0.0,0.983,125.448,3.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.947,1572923038292,0.0,0.0,0.983,125.448,3.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.948,1572923038293,0.0,0.0,0.983,125.448,3.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.949,1572923038294,0.0,0.0,0.983,125.448,3.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.998,1572923038343,0.0,0.0,0.983,125.448,3.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.999,1572923038344,0.0,0.0,0.983,125.448,3.0,-0.141,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.000,1572923038345,0.0,0.0,0.983,125.448,3.0,-0.141,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.049,1572923038394,0.0,0.0,0.983,125.448,3.0,-0.141,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.050,1572923038395,0.0,0.0,0.983,122.433,3.0,-0.141,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.051,1572923038396,0.0,0.0,0.983,122.433,3.0,-0.142,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.100,1572923038445,0.0,0.0,0.983,122.433,3.0,-0.142,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.101,1572923038446,0.0,0.0,0.983,122.433,3.0,-0.142,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.102,1572923038447,0.0,0.0,0.983,122.433,3.0,-0.14300000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.151,1572923038496,0.0,0.0,0.983,122.433,3.0,-0.14300000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.152,1572923038497,0.0,0.0,0.983,120.346,3.0,-0.14300000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.153,1572923038498,0.0,0.0,0.983,120.346,3.0,-0.14400000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.202,1572923038547,0.0,0.0,0.983,120.346,3.0,-0.14400000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.203,1572923038548,0.0,0.0,0.983,120.346,3.0,-0.14400000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.204,1572923038549,0.0,0.0,0.983,120.346,3.0,-0.14400000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.252,1572923038597,0.0,0.0,0.983,120.346,3.0,-0.145,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.253,1572923038598,0.0,0.0,0.983,119.186,3.0,-0.145,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.254,1572923038599,0.0,0.0,0.983,119.186,3.0,-0.145,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.302,1572923038647,0.0,0.0,0.983,119.186,3.0,-0.145,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.303,1572923038648,0.0,0.0,0.983,119.186,3.0,-0.145,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.304,1572923038649,0.0,0.0,0.983,119.186,3.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.352,1572923038697,0.0,0.0,0.983,119.186,3.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.353,1572923038698,0.0,0.0,0.983,119.186,2.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.354,1572923038699,0.0,0.0,0.983,119.186,2.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.413,1572923038758,0.0,0.0,0.983,119.186,2.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.414,1572923038759,0.0,0.0,0.983,119.186,2.0,-0.146,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.415,1572923038760,0.0,0.0,0.983,119.186,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.416,1572923038761,0.0,0.0,0.983,119.186,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.458,1572923038803,0.0,0.0,0.983,118.722,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.459,1572923038804,0.0,0.0,0.983,118.722,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.460,1572923038805,0.0,0.0,0.983,118.722,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.509,1572923038854,0.0,0.0,0.983,118.722,2.0,-0.147,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.510,1572923038855,0.0,0.0,0.983,118.722,2.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.511,1572923038856,0.0,0.0,0.983,118.722,2.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.561,1572923038906,0.0,0.0,0.983,118.722,2.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.562,1572923038907,0.0,0.0,0.983,118.258,3.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.563,1572923038908,0.0,0.0,0.983,118.258,3.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.611,1572923038956,0.0,0.0,0.983,118.258,3.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.612,1572923038957,0.0,0.0,0.983,118.258,3.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.613,1572923038958,0.0,0.0,0.983,118.258,3.0,-0.14800000000000002,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:03.661,1572923039006,0.0,0.0,0.983,118.258,3.0,-0.149,0.0,0.0,0.0,0.0,0.0,-0.527
