rec-time,UTC,Acceleration,Lateral acceleration,Gas pedal position,Brake pedal force,Gear,Steering wheel position,Velocity,Lateral velocity,Vertical velocity,X axis position,Y axis position,Z axis position
00:00:04.840,1572923393561,0.0,0.0,0.983,153.513,3.0,-0.224,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.888,1572923393609,0.0,0.0,0.983,153.513,3.0,-0.225,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.889,1572923393610,0.0,0.0,0.983,153.513,3.0,-0.226,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.890,1572923393611,0.0,0.0,0.983,153.513,3.0,-0.227,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.943,1572923393664,0.0,0.0,0.983,153.513,3.0,-0.227,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.944,1572923393665,0.0,0.0,0.983,153.513,3.0,-0.228,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.945,1572923393666,0.0,0.0,0.983,153.977,3.0,-0.229,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.988,1572923393709,0.0,0.0,0.983,153.977,3.0,-0.23,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.989,1572923393710,0.0,0.0,0.983,153.977,3.0,-0.23,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:04.990,1572923393711,0.0,0.0,0.983,153.977,3.0,-0.231,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.038,1572923393759,0.0,0.0,0.983,153.977,3.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.039,1572923393760,0.0,0.0,0.983,153.977,3.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.040,1572923393761,0.0,0.0,0.983,155.137,3.0,-0.233,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.089,1572923393810,0.0,0.0,0.983,155.137,3.0,-0.233,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.090,1572923393811,0.0,0.0,0.983,155.137,3.0,-0.234,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.091,1572923393812,0.0,0.0,0.983,155.137,3.0,-0.235,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.139,1572923393860,0.0,0.0,0.983,155.137,3.0,-0.236,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.140,1572923393861,0.0,0.0,0.983,155.137,3.0,-0.237,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.141,1572923393862,0.0,0.0,0.983,153.977,3.0,-0.237,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.190,1572923393911,0.0,0.0,0.983,153.977,3.0,-0.238,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.191,1572923393912,0.0,0.0,0.983,153.977,3.0,-0.239,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.192,1572923393913,0.0,0.0,0.983,153.977,3.0,-0.24,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.240,1572923393961,0.0,0.0,0.983,153.977,3.0,-0.241,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.241,1572923393962,0.0,0.0,0.983,153.977,3.0,-0.241,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.242,1572923393963,0.0,0.0,0.983,151.89,3.0,-0.242,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.290,1572923394011,0.0,0.0,0.983,151.89,3.0,-0.243,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.291,1572923394012,0.0,0.0,0.983,151.89,3.0,-0.243,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.292,1572923394013,0.0,0.0,0.983,151.89,3.0,-0.244,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.340,1572923394061,0.0,0.0,0.983,151.89,3.0,-0.244,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.341,1572923394062,0.0,0.0,0.983,151.89,3.0,-0.245,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.342,1572923394063,0.0,0.0,0.983,150.73,3.0,-0.246,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.390,1572923394111,0.0,0.0,0.983,150.73,3.0,-0.246,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.391,1572923394112,0.0,0.0,0.983,150.73,3.0,-0.247,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.392,1572923394113,0.0,0.0,0.983,150.73,3.0,-0.247,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.441,1572923394162,0.0,0.0,0.983,150.73,3.0,-0.248,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.442,1572923394163,0.0,0.0,0.983,150.73,3.0,-0.248,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.443,1572923394164,0.0,0.0,0.764,150.73,2.0,-0.249,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.491,1572923394212,0.0,0.0,0.764,150.73,2.0,-0.249,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.492,1572923394213,0.0,0.0,0.764,150.73,2.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.493,1572923394214,0.0,0.0,0.764,150.73,2.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.542,1572923394263,0.0,0.0,0.764,150.73,2.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.543,1572923394264,0.0,0.0,0.764,150.73,2.0,-0.251,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.544,1572923394265,0.0,0.0,0.983,150.266,1.0,-0.251,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.593,1572923394314,0.0,0.0,0.983,150.266,1.0,-0.252,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.594,1572923394315,0.0,0.0,0.983,150.266,1.0,-0.252,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.595,1572923394316,0.0,0.0,0.983,150.266,1.0,-0.252,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.643,1572923394364,0.0,0.0,0.983,150.266,1.0,-0.253,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.644,1572923394365,0.0,0.0,0.983,150.266,1.0,-0.253,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.645,1572923394366,0.0,0.0,0.983,149.338,2.0,-0.253,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.693,1572923394414,0.0,0.0,0.983,149.338,2.0,-0.254,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.694,1572923394415,0.0,0.0,0.983,149.338,2.0,-0.254,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.695,1572923394416,0.0,0.0,0.983,149.338,2.0,-0.254,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.743,1572923394464,0.0,0.0,0.983,149.338,2.0,-0.255,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.744,1572923394465,0.0,0.0,0.983,149.338,2.0,-0.255,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.745,1572923394466,0.0,0.0,0.764,147.251,2.0,-0.255,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.795,1572923394516,0.0,0.0,0.764,147.251,2.0,-0.256,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:05.796,1572923394517,0.0,0.0,0.764,147.251,2.0,-0.256,0.0,0.0,0.0,0.0,0.0,-0.527
