rec-time,UTC,Acceleration,Lateral acceleration,Gas pedal position,Brake pedal force,Gear,Steering wheel position,Velocity,Lateral velocity,Vertical velocity,X axis position,Y axis position,Z axis position
00:00:01.557,1572925438837,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.558,1572925438838,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.604,1572925438884,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.605,1572925438885,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.606,1572925438886,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.654,1572925438934,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.655,1572925438935,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.656,1572925438936,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.706,1572925438986,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.707,1572925438987,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.708,1572925438988,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.757,1572925439037,0.0,0.0,0.983,172.99599999999995,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.758,1572925439038,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.759,1572925439039,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.807,1572925439087,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.808,1572925439088,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.809,1572925439089,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.857,1572925439137,0.0,0.0,0.983,171.83700000000005,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.858,1572925439138,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.859,1572925439139,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.907,1572925439187,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.908,1572925439188,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.909,1572925439189,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.959,1572925439239,0.0,0.0,0.983,152.35399999999996,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.960,1572925439240,0.0,0.0,0.983,103.878,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:01.961,1572925439241,0.0,0.0,0.983,103.878,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
00:00:02.009,1572925439289,0.0,0.0,0.983,103.878,3.0,-0.085,0.0,0.0,0.0,0.0,0.0,-0.527
