rec-time,UTC,Acceleration,Lateral acceleration,Gas pedal position,Brake pedal force,Gear,Steering wheel position,Velocity,Lateral velocity,Vertical velocity,X axis position,Y axis position,Z axis position
00:00:01.366,1572945174553,0.004,0.0,1.13,0.664,3.0,0.081,-0.013,0.0,-0.011,-0.004,0.0,-0.531
00:00:01.367,1572945174554,0.024,0.0,1.13,0.664,3.0,0.081,-0.012,0.0,-0.01,-0.004,0.0,-0.531
00:00:01.368,1572945174555,0.058,0.0,1.13,0.664,3.0,0.08,-0.011,0.0,-0.009000000000000001,-0.004,0.0,-0.532
00:00:01.419,1572945174606,0.091,0.0,1.13,0.664,3.0,0.08,-0.009000000000000001,0.0,-0.008,-0.004,0.0,-0.532
00:00:01.420,1572945174607,0.115,0.0,1.13,0.664,3.0,0.08,-0.006999999999999999,0.0,-0.006999999999999999,-0.004,0.0,-0.532
00:00:01.421,1572945174608,0.131,0.001,1.13,0.664,3.0,0.079,-0.004,0.0,-0.006,-0.005,0.0,-0.532
00:00:01.475,1572945174662,0.141,0.001,1.13,0.664,3.0,0.079,-0.002,0.0,-0.005,-0.005,0.0,-0.532
00:00:01.476,1572945174663,0.147,0.001,1.13,0.664,3.0,0.078,0.001,0.0,-0.004,-0.005,0.0,-0.532
00:00:01.477,1572945174664,0.154,0.0,1.13,0.664,3.0,0.078,0.003,0.0,-0.003,-0.005,0.0,-0.532
00:00:01.525,1572945174712,0.162,0.001,1.13,0.664,3.0,0.078,0.006,0.0,-0.002,-0.005,0.0,-0.532
00:00:01.526,1572945174713,0.172,0.001,1.13,0.664,3.0,0.077,0.009000000000000001,0.0,-0.001,-0.004,0.0,-0.532
00:00:01.527,1572945174714,0.183,0.001,1.13,0.664,3.0,0.077,0.012,0.0,0.0,-0.004,0.0,-0.532
00:00:01.570,1572945174757,0.195,0.001,1.13,1.128,3.0,0.077,0.016,0.0,0.0,-0.004,0.0,-0.532
00:00:01.571,1572945174758,0.206,0.001,1.13,1.128,3.0,0.076,0.019,0.0,0.001,-0.004,0.0,-0.532
00:00:01.572,1572945174759,0.218,0.001,1.13,1.128,3.0,0.076,0.023,0.0,0.002,-0.003,0.0,-0.532
00:00:01.624,1572945174811,0.231,0.001,1.13,1.128,3.0,0.075,0.027000000000000003,0.0,0.002,-0.003,0.0,-0.532
00:00:01.625,1572945174812,0.245,0.001,1.13,1.128,3.0,0.075,0.031,0.0,0.003,-0.002,0.0,-0.532
00:00:01.626,1572945174813,0.259,0.001,1.13,1.128,3.0,0.075,0.036000000000000004,0.0,0.003,-0.002,0.0,-0.532
00:00:01.675,1572945174862,0.274,0.001,0.983,0.664,3.0,0.07400000000000001,0.041,0.0,0.003,-0.001,0.0,-0.532
00:00:01.676,1572945174863,0.29100000000000004,0.001,0.983,0.664,3.0,0.07400000000000001,0.046,0.0,0.003,-0.001,0.0,-0.532
00:00:01.677,1572945174864,0.307,0.001,0.983,0.664,3.0,0.073,0.051,0.0,0.003,0.0,0.0,-0.532
00:00:01.727,1572945174914,0.321,0.001,0.983,0.664,3.0,0.073,0.057,0.0,0.003,0.001,0.0,-0.532
